,trips,n_stations,PRCP,SNOW,TMAX,TMIN,AWND
0,-0.9469067903498736,-0.4563711942695697,-0.35686448348070243,0.0,0.11216599611164038,-0.070533903897443,0.21487138499593836
1,-1.9347316790450177,-0.690571779102243,-0.43809110098936976,0.0,-2.3274444193165467,-2.7047592943529595,0.21399133722255115
2,-1.15829427321592,-0.5266313697193717,-0.3974777922350361,0.0,-1.0655769630605878,-1.651069138170753,0.21496916808187028
3,-1.8875414704585118,-0.5266313697193717,0.3741750740973036,0.0,-1.5703239455629714,-1.4754541121403852,0.21443136110924477
4,-0.6748587595060237,-0.550051428202639,-0.43809110098936976,0.0,-1.6544484426467019,-1.9144916772163045,0.21379577105068734
5,-0.5898107343295969,-0.5266313697193717,-0.43809110098936976,0.0,-1.3179504543117795,-1.651069138170753,0.21477360191000644
6,-0.48671421519751,-0.5734714866859063,-0.43809110098936976,0.0,-1.0655769630605878,-1.7388766511859368,0.21345353024992564
7,-0.7973243941027212,-0.620311603652441,-0.43809110098936976,0.0,-0.813203471809396,-1.651069138170753,0.21399133722255115
8,-0.5600527296612404,-0.5734714866859063,-0.43809110098936976,0.0,-0.22433199222328196,-1.563261625155569,0.21301350636323202
9,-0.10655130348756053,-0.5266313697193717,-0.43809110098936976,0.0,0.36453948736283215,-0.9486090340492819,0.21345353024992564
10,0.07666292052087043,-0.620311603652441,-0.43809110098936976,0.0,-0.3925809863907431,-0.5973789819885463,0.21531140888263198
11,-2.0571092722077853,-0.6437316621357083,0.2117218390799689,0.0,-1.4020749513955102,-1.1242240600796496,0.21399133722255115
12,-0.0578643905242437,-0.620311603652441,-0.43809110098936976,0.0,-0.7290789747256654,-1.1242240600796496,0.21452914419517669
13,0.032201996386195926,-0.6437316621357083,-0.43809110098936976,0.0,-0.3925809863907431,-1.1242240600796496,0.21433357802331285
14,0.3178964494892033,-0.620311603652441,-0.43809110098936976,0.0,0.11216599611164038,0.01727360911774088,0.21369798796475542
15,-1.0175160203617724,-0.7374118960687777,0.2117218390799689,0.0,-0.5608299805582043,-0.6851864950037302,0.21511584271076814
16,-0.6460692106108978,-0.7139918375855103,-0.43809110098936976,0.0,-0.813203471809396,-1.2998390861100175,0.21443136110924477
17,-0.2549891610936223,-0.5734714866859063,-0.43809110098936976,0.0,-0.7290789747256654,-1.0364165470644657,0.21355131333585756
18,-0.9298267521674441,-0.5734714866859063,0.5366283091146382,0.0,-1.4861994484792407,-1.2998390861100175,0.21511584271076814
19,-0.28818078168525063,-0.550051428202639,-0.43809110098936976,0.0,-1.3179504543117795,-1.3876465991252014,0.21369798796475542
20,-0.684631358672259,-0.6437316621357083,-0.43809110098936976,0.0,-1.5703239455629714,-1.2120315730948334,0.21389355413661923
21,-0.9091370151938828,-0.6671517206189757,-0.23502455721770144,0.0,-1.6544484426467019,-1.4754541121403852,0.21443136110924477
22,-2.6308752971299114,-0.6671517206189757,-0.07257132220036679,0.0,-2.3274444193165467,-2.441336755307408,0.2178537691168617
23,-0.6115569685103188,-0.7139918375855103,-0.43809110098936976,0.0,-1.0655769630605878,-1.3876465991252014,0.21443136110924477
24,-2.896760427598658,-0.550051428202639,1.4707344104643125,0.0,-2.7480669047351993,-2.880374320383327,0.21511584271076814
25,-1.669815004349502,-0.5032113112361044,-0.43809110098936976,0.0,-2.9163158989026607,-3.143796859428879,0.21565364968339365
26,-1.3945094404502403,-0.5266313697193717,-0.43809110098936976,0.0,-2.4956934134840076,-2.7925668073681433,0.21452914419517669
27,-1.3032104734647798,-0.5266313697193717,-0.07257132220036679,0.0,-1.6544484426467019,-1.2120315730948334,0.21496916808187028
