,trips,n_stations,PRCP,SNOW,TMAX,TMIN,AWND
0,-0.7272253482619474,-0.5104685419622574,2.0856835533484563,-0.14969959648928755,0.7537153877551593,1.3253509646440147,0.05066742158000097
1,-0.19776536707172127,-0.4923557841548696,-0.11376560877207383,-0.14969959648928755,1.015811234049509,1.3253509646440147,0.049935988923134965
2,-0.27429600586230196,-0.5104685419622574,1.1885398161677139,-0.14969959648928755,1.0682304033083787,1.3808557891611537,0.05286171955059896
3,-0.23416302615600423,-0.5104685419622574,-0.34528657320581385,-0.14969959648928755,1.2779070803438584,1.491865438195432,0.05286171955059896
4,-0.2762071001340304,-0.5285812997696454,-0.34528657320581385,-0.14969959648928755,1.435164588120468,1.547370262712571,0.05395886853589795
5,-0.39565049211705927,-0.5466940575770333,-0.34528657320581385,-0.14969959648928755,1.5400029266382078,1.6583799117468492,0.053227435879031955
6,-0.3947818129026372,-0.5104685419622574,-0.34528657320581385,-0.14969959648928755,1.5400029266382078,1.6583799117468492,0.05286171955059896
7,-0.2959261183014104,-0.5104685419622574,0.29139607898697123,-0.14969959648928755,1.382745418861598,1.3808557891611537,0.05359315220746495
8,0.14067205486710085,-0.5104685419622574,0.32033619954118875,-0.14969959648928755,1.3303262496027282,1.436360613678293,0.05066742158000097
9,0.0617091142761385,-0.5104685419622574,-0.34528657320581385,-0.14969959648928755,1.1730687418261185,1.491865438195432,0.05286171955059896
10,-0.052522202420358176,-0.5285812997696454,-0.34528657320581385,-0.14969959648928755,1.1206495725672485,1.547370262712571,0.051947428729516465
11,-0.5225645253441176,-0.5285812997696454,0.3782164406496237,-0.14969959648928755,0.7537153877551593,1.1033316665754582,0.06255320225407343
12,0.09532699987427098,-0.5104685419622574,-0.17164584988050885,-0.14969959648928755,0.9633920647906389,1.0478268420583192,0.05487315935698045
13,0.3705245750031695,-0.4742430263474817,-0.34528657320581385,-0.14969959648928755,1.435164588120468,1.436360613678293,0.05231314505794946
14,0.26471944668656644,-0.4561302685400938,-0.34528657320581385,-0.14969959648928755,1.6448412651559474,1.6583799117468492,0.05158171240108347
15,0.41873627140359204,-0.4561302685400938,-0.34528657320581385,-0.14969959648928755,1.6448412651559474,1.6028750872297102,0.05359315220746495
16,0.4802387597846716,-0.4742430263474817,-0.34528657320581385,-0.14969959648928755,1.8020987729325573,1.7138847362639884,0.05121599607265046
17,0.3342137838403287,-0.4742430263474817,-0.34528657320581385,-0.14969959648928755,1.854517942191427,1.8248943852982664,0.051947428729516465
18,0.1363286587949907,-0.4561302685400938,-0.34528657320581385,-0.14969959648928755,1.7496796036736872,1.9359040343325447,0.054324584864330956
19,0.022271077941378434,-0.4742430263474817,-0.34528657320581385,-0.14969959648928755,1.5924220958970776,1.8248943852982664,0.05560459201384645
20,0.4582611756597943,-0.4561302685400938,-0.34528657320581385,-0.14969959648928755,1.382745418861598,1.547370262712571,0.05359315220746495
21,0.0831654908723626,-0.4742430263474817,-0.17164584988050885,-0.14969959648928755,1.2254879110849883,1.491865438195432,0.05395886853589795
22,0.638859584338134,-0.4742430263474817,0.5518571639749287,-0.14969959648928755,1.2779070803438584,1.3808557891611537,0.05286171955059896
23,0.8903422169133111,-0.4561302685400938,-0.34528657320581385,-0.14969959648928755,1.0682304033083787,1.1033316665754582,0.053227435879031955
24,0.5266262298348079,-0.4742430263474817,-0.3163464526515964,-0.14969959648928755,0.28194286442533034,0.881312368506902,0.061273195104557934
25,0.8263205588104076,-0.4561302685400938,-0.34528657320581385,-0.14969959648928755,1.0682304033083787,0.9368171930240411,0.054324584864330956
26,0.647025168953701,-0.4561302685400938,-0.34528657320581385,-0.14969959648928755,1.015811234049509,1.2143413156097365,0.05121599607265046
27,-0.13148514301132053,-0.4561302685400938,0.3492763200954062,-0.14969959648928755,0.8061345570140293,1.2143413156097365,0.04865598177361947
28,0.8594172368798868,-0.4561302685400938,-0.3163464526515964,-0.14969959648928755,1.1730687418261185,1.1588364910925975,0.051947428729516465
29,1.0695507388485754,-0.4742430263474817,-0.34528657320581385,-0.14969959648928755,1.0682304033083787,1.0478268420583192,0.05231314505794946
30,1.0632093805832947,-0.4742430263474817,-0.34528657320581385,-0.14969959648928755,1.0682304033083787,1.0478268420583192,0.05030170525156796
31,-0.424230038271544,-0.4742430263474817,1.5358212628183239,-0.14969959648928755,0.7012962184962894,0.9923220175411801,0.05030170525156796
32,0.9356004039846987,-0.4742430263474817,-0.34528657320581385,-0.14969959648928755,1.0682304033083787,1.0478268420583192,0.053227435879031955
33,0.39250215912804676,-0.4742430263474817,-0.17164584988050885,-0.14969959648928755,0.8061345570140293,1.1033316665754582,0.05121599607265046
34,0.8887785943273514,-0.4742430263474817,-0.34528657320581385,-0.14969959648928755,0.9109728955317691,0.9923220175411801,0.054324584864330956
35,1.0210784386838263,-0.4742430263474817,-0.34528657320581385,-0.14969959648928755,0.8061345570140293,0.7703027194726237,0.05121599607265046
36,1.101518133939306,-0.4742430263474817,-0.34528657320581385,-0.14969959648928755,1.015811234049509,0.881312368506902,0.049935988923134965
37,0.8143327856513836,-0.4923557841548696,-0.34528657320581385,-0.14969959648928755,0.9109728955317691,1.2143413156097365,0.054324584864330956
38,0.2905192193549007,-0.4742430263474817,0.9859589722881913,-0.14969959648928755,0.9633920647906389,1.2143413156097365,0.053227435879031955
39,0.3470702362137747,-0.4923557841548696,-0.20058597043472634,-0.14969959648928755,1.1730687418261185,1.436360613678293,0.05286171955059896
40,1.0579973052967624,-0.5104685419622574,-0.34528657320581385,-0.14969959648928755,1.0682304033083787,1.2143413156097365,0.05395886853589795
41,0.6982772426046007,-0.4923557841548696,-0.34528657320581385,-0.14969959648928755,0.9633920647906389,0.9368171930240411,0.04957027259470197
42,0.5590279645327495,-0.5285812997696454,-0.20058597043472634,-0.14969959648928755,1.015811234049509,1.2143413156097365,0.04865598177361947
43,-0.22452068687591972,-0.4923557841548696,2.114623673902674,-0.14969959648928755,0.7537153877551593,1.1033316665754582,0.049935988923134965
44,1.140434962745413,-0.4742430263474817,-0.34528657320581385,-0.14969959648928755,0.5964578799785497,0.7147978949554847,0.05688459916336195
45,1.07406787076357,-0.4561302685400938,-0.34528657320581385,-0.14969959648928755,0.8061345570140293,0.6037882459212065,0.05158171240108347
46,0.9528871203516971,-0.4561302685400938,-0.34528657320581385,-0.14969959648928755,1.015811234049509,0.881312368506902,0.04865598177361947
47,1.0652942106979075,-0.4742430263474817,-0.34528657320581385,-0.14969959648928755,1.1206495725672485,0.881312368506902,0.04865598177361947
48,0.22502080658747978,-0.4561302685400938,-0.34528657320581385,-0.14969959648928755,0.7012962184962894,1.1033316665754582,0.05030170525156796
49,0.7040973933412282,-0.4561302685400938,-0.34528657320581385,-0.14969959648928755,0.8585537262728992,0.9923220175411801,0.05121599607265046
50,0.9400306679782511,-0.4923557841548696,-0.34528657320581385,-0.14969959648928755,1.3303262496027282,1.1033316665754582,0.05030170525156796
51,0.9810323268989708,-0.4561302685400938,-0.34528657320581385,-0.14969959648928755,1.435164588120468,1.3253509646440147,0.04957027259470197
